x-axis,1,2
second,Volt,Volt
-1.450000E+00,-3.276884E+00,-1.976256E+00
-1.448550E+00,-3.419839E+00,-1.976256E+00
-1.447100E+00,-3.276884E+00,-2.011955E+00
-1.445650E+00,-3.223337E+00,-2.029804E+00
-1.444200E+00,-3.276884E+00,-1.985261E+00
-1.442750E+00,-3.259196E+00,-2.056658E+00
-1.441300E+00,-3.142774E+00,-2.029965E+00
-1.439850E+00,-3.143256E+00,-2.012116E+00
-1.438400E+00,-3.053688E+00,-2.056658E+00
-1.436950E+00,-3.116080E+00,-2.136899E+00
-1.435500E+00,-3.053367E+00,-2.021281E+00
-1.434050E+00,-2.990814E+00,-2.065985E+00
-1.432600E+00,-2.955276E+00,-2.029643E+00
-1.431150E+00,-2.946111E+00,-2.065824E+00
-1.429700E+00,-2.883558E+00,-2.047975E+00
-1.428250E+00,-2.874874E+00,-2.030126E+00
-1.426800E+00,-2.874874E+00,-2.012276E+00
-1.425350E+00,-2.874874E+00,-2.056658E+00
-1.423900E+00,-2.874231E+00,-2.056980E+00
-1.422450E+00,-2.794472E+00,-1.993784E+00
-1.421000E+00,-2.794472E+00,-2.021281E+00
-1.419550E+00,-2.741246E+00,-2.109884E+00
-1.418100E+00,-2.714070E+00,-2.056658E+00
-1.416650E+00,-2.705548E+00,-2.128538E+00
-1.415200E+00,-2.661327E+00,-2.056658E+00
-1.413750E+00,-2.633668E+00,-2.137060E+00
-1.412300E+00,-2.553266E+00,-2.155392E+00
-1.410850E+00,-2.553266E+00,-2.056658E+00
-1.409400E+00,-2.535899E+00,-2.056658E+00
-1.407950E+00,-2.508080E+00,-2.056658E+00
-1.406500E+00,-2.472864E+00,-2.056658E+00
-1.405050E+00,-2.401950E+00,-2.118086E+00
-1.403600E+00,-2.320422E+00,-2.128698E+00
-1.402150E+00,-2.285849E+00,-2.110849E+00
-1.400700E+00,-2.275719E+00,-2.093000E+00
-1.399250E+00,-2.250151E+00,-2.038166E+00
-1.397800E+00,-2.231015E+00,-2.056658E+00
-1.396350E+00,-2.168462E+00,-2.056658E+00
-1.394900E+00,-2.151256E+00,-2.091714E+00
-1.393450E+00,-2.151256E+00,-2.029161E+00
-1.392000E+00,-2.141608E+00,-1.985904E+00
-1.390550E+00,-2.143055E+00,-2.056658E+00
-1.389100E+00,-1.990452E+00,-2.028357E+00
-1.387650E+00,-1.990452E+00,-2.100558E+00
-1.386200E+00,-1.971799E+00,-2.056658E+00
-1.384750E+00,-1.989648E+00,-2.056658E+00
-1.383300E+00,-1.910050E+00,-2.056658E+00
