x-axis,1,2
second,Volt,Volt
-980.0000E-03,-302.0100E-03,-1.2526382E+00
-979.0200E-03,-302.0100E-03,-1.2526382E+00
-978.0400E-03,-167.9799E-03,-1.2258643E+00
-977.0600E-03,-221.6080E-03,-1.2526382E+00
-976.0800E-03,-194.7539E-03,-1.3061860E+00
-975.1000E-03,-87.5378E-03,-1.2526382E+00
-974.1200E-03,-141.1258E-03,-1.1722362E+00
-973.1400E-03,-7.2963E-03,-1.1722362E+00
-972.1600E-03,+19.5980E-03,-1.2526382E+00
-971.1800E-03,+19.4776E-03,-1.1722362E+00
-970.2000E-03,+100.0000E-03,-1.2257037E+00
-969.2200E-03,+73.3465E-03,-1.2255432E+00
-968.2400E-03,+100.1605E-03,-1.2524776E+00
-967.2600E-03,+206.8548E-03,-1.1452616E+00
-966.2800E-03,+207.0154E-03,-1.1722362E+00
-965.3000E-03,+180.6027E-03,-1.1722362E+00
-964.3200E-03,+260.8040E-03,-1.1188489E+00
-963.3400E-03,+287.3773E-03,-1.1722362E+00
-962.3600E-03,+341.4468E-03,-1.1719953E+00
-961.3800E-03,+394.5532E-03,-1.1722362E+00
-960.4000E-03,+448.1411E-03,-1.1987693E+00
-959.4200E-03,+421.6080E-03,-1.1722362E+00
-958.4400E-03,+368.3010E-03,-1.2255432E+00
-957.4600E-03,+582.4121E-03,-1.0918342E+00
-956.4800E-03,+582.4121E-03,-1.1722362E+00
-955.5000E-03,+582.4121E-03,-1.0385673E+00
-954.5200E-03,+608.8649E-03,-1.1457833E+00
-953.5400E-03,+662.8141E-03,-1.0918342E+00
-952.5600E-03,+689.9893E-03,-1.0646589E+00
-951.5800E-03,+743.2161E-03,-983.8555E-03
-950.6000E-03,+743.2161E-03,-1.0918342E+00
-949.6200E-03,+796.4027E-03,-1.0918342E+00
-948.6400E-03,+769.5886E-03,-1.1182067E+00
-947.6600E-03,+903.5786E-03,-1.0118736E+00
-946.6800E-03,+823.6181E-03,-1.0386877E+00
-945.7000E-03,+958.0897E-03,-1.0655017E+00
-944.7200E-03,+984.9037E-03,-1.0918342E+00
-943.7400E-03,+984.4221E-03,-958.3258E-03
-942.7600E-03,+984.4221E-03,-1.0377244E+00
-941.7800E-03,+984.9439E-03,-1.0109104E+00
-940.8000E-03,+1.0648241E+00,-1.0114321E+00
-939.8200E-03,+1.0910763E+00,-1.0114321E+00
-938.8400E-03,+1.1452261E+00,-1.0114321E+00
-937.8600E-03,+1.2786542E+00,-958.4061E-03
-936.8800E-03,+1.2798181E+00,-904.8181E-03
