x-axis,1,2
second,Volt,Volt
-250.0000E-03,+402.0100E-03,-80.4020E-03
-249.7500E-03,+381.9095E-03,-100.5025E-03
-249.5000E-03,+402.0100E-03,-160.8040E-03
-249.2500E-03,+402.0100E-03,-80.4020E-03
-249.0000E-03,+402.0100E-03,-160.8040E-03
-248.7500E-03,+402.0100E-03,-80.4020E-03
-248.5000E-03,+442.2111E-03,-120.6030E-03
-248.2500E-03,+482.4121E-03,-80.4020E-03
-248.0000E-03,+402.0100E-03,-80.4020E-03
-247.7500E-03,+381.9095E-03,-20.1005E-03
-247.5000E-03,+361.8090E-03,-80.4020E-03
-247.2500E-03,+381.9095E-03,-160.8040E-03
-247.0000E-03,+321.6080E-03,-80.4020E-03
-246.7500E-03,+341.7085E-03,-140.7035E-03
-246.5000E-03,+402.0100E-03,-40.2010E-03
-246.2500E-03,+321.6080E-03,-100.5025E-03
-246.0000E-03,+241.2060E-03,-160.8040E-03
-245.7500E-03,+341.7085E-03,-80.4020E-03
-245.5000E-03,+361.8090E-03,-80.4020E-03
-245.2500E-03,+402.0100E-03,-80.4020E-03
-245.0000E-03,+482.4121E-03,-160.8040E-03
-244.7500E-03,+402.0100E-03,-120.6030E-03
-244.5000E-03,+442.2111E-03,-120.6030E-03
-244.2500E-03,+321.6080E-03,-201.0050E-03
-244.0000E-03,+402.0100E-03,-80.4020E-03
-243.7500E-03,+381.9095E-03,-100.5025E-03
-243.5000E-03,+402.0100E-03,-80.4020E-03
-243.2500E-03,+341.7085E-03,-140.7035E-03
-243.0000E-03,+402.0100E-03,-160.8040E-03
-242.7500E-03,+321.6080E-03,-100.5025E-03
-242.5000E-03,+402.0100E-03,-80.4020E-03
-242.2500E-03,+361.8090E-03,-80.4020E-03
-242.0000E-03,+321.6080E-03,-160.8040E-03
-241.7500E-03,+402.0100E-03,-80.4020E-03
-241.5000E-03,+402.0100E-03,-160.8040E-03
-241.2500E-03,+261.3065E-03,-40.2010E-03
-241.0000E-03,+321.6080E-03,-241.2060E-03
-240.7500E-03,+361.8090E-03,-120.6030E-03
-240.5000E-03,+361.8090E-03,-160.8040E-03
-240.2500E-03,+341.7085E-03,-120.6030E-03
-240.0000E-03,+402.0100E-03,-160.8040E-03
-239.7500E-03,+381.9095E-03,-160.8040E-03
-239.5000E-03,+321.6080E-03,-80.4020E-03
-239.2500E-03,+402.0100E-03,-80.4020E-03
-239.0000E-03,+402.0100E-03,-160.8040E-03
-238.7500E-03,+381.9095E-03,-80.4020E-03
-238.5000E-03,+442.2111E-03,-160.8040E-03
