x-axis,1,2
second,Volt,Volt
-2.496000E+00,,
-2.493500E+00,,
-2.491000E+00,-2.300623E+00,+3.969849E+00
-2.488500E+00,-2.272985E+00,+3.949749E+00
-2.486000E+00,-2.180020E+00,+4.037688E+00
-2.483500E+00,-2.207658E+00,+4.037688E+00
-2.481000E+00,-2.046854E+00,+4.025126E+00
-2.478500E+00,-1.973990E+00,+4.110553E+00
-2.476000E+00,-1.966452E+00,+4.010050E+00
-2.473500E+00,-2.046854E+00,+4.005025E+00
-2.471000E+00,-1.953889E+00,+4.105528E+00
-2.468500E+00,-1.901126E+00,+4.045226E+00
-2.466000E+00,-1.886050E+00,+4.143216E+00
-2.463500E+00,-1.838312E+00,+4.070352E+00
-2.461000E+00,-1.793085E+00,+4.105528E+00
-2.458500E+00,-1.644844E+00,+4.045226E+00
-2.456000E+00,-1.778010E+00,+4.143216E+00
-2.453500E+00,-1.677508E+00,+4.150754E+00
-2.451000E+00,-1.644844E+00,+4.118090E+00
-2.448500E+00,-1.484040E+00,+4.206030E+00
-2.446000E+00,-1.484040E+00,+4.198492E+00
-2.443500E+00,-1.370975E+00,+4.246231E+00
-2.441000E+00,-1.391075E+00,+4.334171E+00
-2.438500E+00,-1.323236E+00,+4.278894E+00
-2.436000E+00,-1.376000E+00,+4.331658E+00
-2.433500E+00,-1.275497E+00,+4.231156E+00
-2.431000E+00,-1.242834E+00,+4.346734E+00
-2.428500E+00,-1.235296E+00,+4.432161E+00
-2.426000E+00,-1.109668E+00,+4.359296E+00
-2.423500E+00,-1.082030E+00,+4.263819E+00
-2.421000E+00,-1.069467E+00,+4.291457E+00
-2.418500E+00,-1.009166E+00,+4.359296E+00
-2.416000E+00,-973.990E-03,+4.359296E+00
-2.413500E+00,-921.226E-03,+4.359296E+00
-2.411000E+00,-828.261E-03,+4.359296E+00
-2.408500E+00,-840.824E-03,+4.359296E+00
-2.406000E+00,-838.312E-03,+4.492462E+00
-2.403500E+00,-712.683E-03,+4.472362E+00
-2.401000E+00,-624.744E-03,+4.427136E+00
-2.398500E+00,-672.482E-03,+4.439698E+00
-2.396000E+00,-519.216E-03,+4.439698E+00
-2.393500E+00,-519.216E-03,+4.439698E+00
-2.391000E+00,-506.653E-03,+4.427136E+00
-2.388500E+00,-519.216E-03,+4.512563E+00
-2.386000E+00,-438.814E-03,+4.439698E+00
-2.383500E+00,-310.673E-03,+4.487437E+00
-2.381000E+00,-358.412E-03,+4.520100E+00
-2.378500E+00,-350.874E-03,+4.512563E+00
-2.376000E+00,-278.010E-03,+4.467337E+00
