x-axis,1,2
second,Volt,Volt
-2.450000E+00,-5.428764E+00,-2.007538E+00
-2.447500E+00,-5.423739E+00,-2.153266E+00
-2.445000E+00,-5.433789E+00,-2.037688E+00
-2.442500E+00,-5.438814E+00,-2.153266E+00
-2.440000E+00,-5.579518E+00,-1.987437E+00
-2.437500E+00,-5.529266E+00,-1.967337E+00
-2.435000E+00,-5.584543E+00,-1.947236E+00
-2.432500E+00,-5.519216E+00,-1.912060E+00
-2.430000E+00,-5.579518E+00,-1.982412E+00
-2.427500E+00,-5.584543E+00,-1.856784E+00
-2.425000E+00,-5.584543E+00,-1.821608E+00
-2.422500E+00,-5.730271E+00,-1.751256E+00
-2.420000E+00,-5.659920E+00,-1.756281E+00
-2.417500E+00,-5.664945E+00,-1.695980E+00
-2.415000E+00,-5.654894E+00,-1.670854E+00
-2.412500E+00,-5.795598E+00,-1.590452E+00
-2.410000E+00,-5.669970E+00,-1.590452E+00
-2.407500E+00,-5.720221E+00,-1.535176E+00
-2.405000E+00,-5.710171E+00,-1.510050E+00
-2.402500E+00,-5.745347E+00,-1.510050E+00
-2.400000E+00,-5.750372E+00,-1.505025E+00
-2.397500E+00,-5.745347E+00,-1.459799E+00
-2.395000E+00,-5.825749E+00,-1.339196E+00
-2.392500E+00,-5.745347E+00,-1.399497E+00
-2.390000E+00,-5.750372E+00,-1.268844E+00
-2.387500E+00,-5.770472E+00,-1.293970E+00
-2.385000E+00,-5.825749E+00,-1.268844E+00
-2.382500E+00,-5.825749E+00,-1.203518E+00
-2.380000E+00,-5.674995E+00,-1.188442E+00
-2.377500E+00,-5.825749E+00,-1.108040E+00
-2.375000E+00,-5.870975E+00,-1.108040E+00
-2.372500E+00,-5.825749E+00,-1.027638E+00
-2.370000E+00,-5.830774E+00,-1.027638E+00
-2.367500E+00,-5.906151E+00,-997.487E-03
-2.365000E+00,-5.825749E+00,-902.010E-03
-2.362500E+00,-5.825749E+00,-881.910E-03
-2.360000E+00,-5.901126E+00,-942.211E-03
-2.357500E+00,-5.855899E+00,-841.709E-03
-2.355000E+00,-5.745347E+00,-786.432E-03
-2.352500E+00,-5.906151E+00,-721.106E-03
-2.350000E+00,-5.755397E+00,-711.055E-03
-2.347500E+00,-5.906151E+00,-675.879E-03
-2.345000E+00,-5.870975E+00,-706.030E-03
-2.342500E+00,-5.906151E+00,-640.704E-03
-2.340000E+00,-5.825749E+00,-625.628E-03
-2.337500E+00,-5.825749E+00,-570.352E-03
-2.335000E+00,-5.870975E+00,-464.824E-03
